"IDNUM","CDEXE","OTEXE","OTE64F","OTEFDD","OTEFDA","EXTR2","NREG","ZDEFA","ZENVI","FOAGR","FOGEN","TRA05","SEXEP","EFF10","UTANS","UTARG","UTASA","UTATO","UGBBO","UGBCA","UGBHE","UGBOV","UGBPO","UGBTO","SAFVD","SAFER","SAUTI","SUTOT","SFPTO","CHAFF","PRODV","PRODH","PRODT","PRODA","ACHAN","PRODP","PROEX","PBRTCOU","PBRTO","PBRTEXC","PITOT","PROBR","VAFER","VAPBR","EBEXP","RESEX","RESFI","RESCO","RESCP","RESE3","TAIM5","TCIR5","TCAP3","TDTE3","CHRAM","CHRSE","CHRPH","CHRAC","CHRAG","CHRPV","CHRCA","ELECTQUA","ENTBT","ENTMT","LFERM","LMATE","ASSRE","ASSAU","TVANR","TXPRO","TAXES","AIMTX","FPERS","CHSOC","CFINL","CAGR4"
40694,7,15,1510,1500,1516,"138.290024461045",53,1,0,2,2,10,1,0,"1","1","0","1",0,0,0,0,0,0,10,2,11,11,1,"54959","51829","0","2143","0","0","0","53972","68978","68978","0","631","69609","7929","5780","18724","6873","-71","6802","0","6802","129486","28193","146268","12028","0","5648","3821","0","0","0","1473","4816","2813","2306","2149","0","0","1840",0,"510","901","231","0","0","76","15"
40725,10,84,8410,6184,6184,"24.1595371706295",53,1,0,2,2,7,1,1,"1","2.37","3.62","4.63",0,0,0,0,48,48,0,18,18,19,0,"621972","18464","319126","0","191601","102174","0","546966","571573","599573","28000","34261","605834","208086","174693","125414","53296","-15406","37890","28000","65890","556381","238458","3867","797380","10434","68206","41554","45329","86","606","30632","85380","1232","13117","33393","208","0","12560",0,"7647","0","1042","50858","13892","9238","6181"
40729,9,45,4500,4500,4500,"63.4415289704602",53,1,0,3,3,7,1,0,"2","2","0","2",32,0,32,0,0,32,2,22,23,23,14,"345975","73433","0","440","34705","16840","216206","337112","391760","391760","0","0","391760","105562","84109","119180","61059","5848","66907","0","66910","438890","716368","791772","375079","3430","12990","21629","66737","0","1886","18885","55611","1320","21708","21453","2011","0","7529",0,"1985","61","1862","0","0","7344","980"
40732,9,45,4500,4500,4500,"63.4415289704602",53,1,0,3,3,7,1,1,"2","2.36","0.36","2.36",31,0,31,0,0,31,7,24,26,26,18,"485083","106650","0","-275","35955","0","349651","491981","549590","561649","12059","1418","551008","147206","125903","171725","73407","-13930","59477","12059","71533","733549","245219","377825","616178","3282","19353","23159","108660","0","7938","20211","64302","3552","26299","21303","3478","0","9830",0,"3525","1089","1144","2738","577","11369","3323"
40733,9,50,5130,5100,5074,"39.8535274475736",53,1,0,3,3,8,1,0,"2","2","0","2",13,0,14,0,43,46,1,10,11,11,10,"545436","-4752","0","-880","443924","13865","104095","542387","572116","572571","455","1823","573939","206949","199187","225569","185654","-10704","174950","455","175405","361860","149643","264163","256480","0","6940","1374","205897","0","15274","2263","147394","572","7924","7762","813","0","8913",0,"345","91","2520","0","0","9988","1107"
40797,9,73,7310,6184,6184,"58.6218143385527",53,1,0,3,3,8,1,1,"1","1.44","0.44","1.44",21,0,21,0,25,38,0,12,12,12,10,"305142","12967","11750","1485","39031","0","195866","319476","340560","348289","7729","7160","347720","114096","106899","117022","74839","-18355","56484","3278","59764","491318","229862","107335","620445","1293","9685","7161","57304","8000","10829","6884","57490","723","19009","7197","1718","0","6451",0,"840","0","1207","7874","964","14456","3974"
40800,8,16,1630,1600,1516,"50.6930181552517",53,1,0,3,3,9,1,1,"1","3","2","3",0,0,0,0,0,0,1,6,7,7,0,"174933","1765","171124","0","0","0","0","172889","204464","205334","870","0","204464","94974","86878","71142","31593","-1290","30303","870","31172","138505","143597","193005","89444","10350","14098","2414","0","0","0","8529","6785","675","11040","8096","0","0","5108",0,"0","506","1019","41595","4189","1277","13"
40804,8,45,4500,4500,4500,"124.122482717469",53,1,0,3,3,6,1,0,"1","1","0","1",17,0,17,0,0,17,0,12,12,12,9,"259318","23665","0","-125","31724","0","203233","260127","284515","336245","51730","4625","289140","110467","98902","117647","39117","-2227","36890","32497","69392","381663","286030","360700","313418","0","7832","6558","40173","0","2842","8957","21128","1788","13481","11565","1803","0","5494",0,"958","0","777","0","0","5807","175"
40835,10,74,7410,5374,5074,"43.1183175179627",53,1,0,3,3,9,1,1,"2","3.67","2.02","4.02",16,0,16,0,48,49,0,19,19,20,10,"916582","57438","107039","-275","598076","16992","171093","939483","987337","1010101","22764","5100","992437","347310","328067","320783","236627","-15491","221136","22764","243900","536164","325927","393217","468874","9575","29405","17234","332244","0","29252","16615","179900","9866","17200","19243","1838","0","12094",0,"753","0","3191","43046","7524","13107","3004"
40849,10,50,5130,5100,5074,"23.8378357131179",53,1,0,2,2,5,1,5,"3","10.53","7.53","10.53",0,0,0,0,50,50,12,10,17,19,1,"3212581","52437","0","5850","3108255","134789","0","3171042","3203649","3219424","15775","73991","3277640","1032294","1008050","896706","758076","-45057","713019","15775","728792","1449214","927530","864133","1539066","0","19474","13912","1493273","0","169341","54614","932659","2176","50968","24244","743","0","33234",0,"794","2502","8647","102087","26845","27131","21000"
40855,10,50,5220,5200,5074,"39.0080447932509",53,1,0,3,3,9,1,0,"2","2","0","2",1,0,1,0,0,50,0,14,14,15,1,"572578","102402","0","13124","316873","67229","0","435881","464292.04","465384.04","1092","976","465268.04","96873","73994","97911.04","75446.04","-1919","73527.04","968","74495.04","52970","156826","21302","196530","0","5534","10594","230505","175","1495","5225","22332","459","3847","22879","288","4517","9895",0,"1630","0","1579","0","0","1676","551"
40856,8,50,5220,5200,5074,"97.5907787072114",53,1,0,2,2,10,1,1,"1","1.35","0.35","1.35",3,0,3,0,0,22,0,12,12,13,5,"116027","51802","0","1874","42494","2650","9354","105524","119717","122145","2428","0","119717","-2982","-11826","-5254","-20355","-1103","-21458","2428","-19030","46790","72490","66469","56334","1957","6647","8750","437","0","619","1835","7270","2434","4899","8844","235","0","4111",0,"298","0","565","5641","764","943","319"
40858,10,28,2811,2800,2829,"20.5575388954959",53,1,0,3,3,7,1,5,"1","12","18.21","19.21",0,0,0,0,0,0,1,1,2,2,0,"1332583","0","1324161","0","0","0","0","1332583","1624788","1788233","163445","0","1624788","523854","523588","222928","-13204","-18453","-31657","148393","116736","2181334","1082458","1086578","2203746","0","89672","45677","0","0","0","2620","118055","12231","49993","266","5947","0","42316",0,"0","1020","1764","457297","129140","19121","2962"
40859,9,50,5130,5100,5074,"39.8535274475736",53,1,0,2,2,9,1,0,"2","2","0","2",0,0,0,0,42,42,1,10,10,10,2,"411078","64251","0","4338","345499","11819","0","414088","428515.47","428515.47","0","0","428515.47","142048","124769","135834.47","113256.47","-680","112576.47","0","112576.47","179857","132110","182156","130590","1671","8036","9336","193772","0","11612","3887","48707","499","1321","17279","0","0","4198",0,"806","0","1060","0","0","734","274"
40861,10,50,5130,5100,5074,"23.8378357131179",53,1,0,3,3,9,1,0,"2.05","2","0","2.05",15,0,15,0,46,47,0,13,13,13,12,"568756","6095","0","187","457019","0","128660","591961","629826","648226","18400","2354","632180","207822","200302","233455","210116","1557","211673","18400","230073","203651","255567","363116","96102","1937","5054","1816","263871","0","21337","3239","125090","3148","9423","7520","0","0","9089",0,"62","0","1373","0","0","1630","89"
40865,7,46,4600,4600,4600,"47.8273286090207",53,1,0,1,1,12,1,0,"1","1","0","1",18,0,18,0,0,18,8,4,11,11,11,"26009","-894","0","0","17955","0","0","17061","39808","39808","0","0","39808","-12577","-14406","6238","5597","-73","5524","-1","5523","168695","64568","214755","18508","0","797","0","1898","0","800","3395","143","0","2262","1829","0","0","2751",0,"83","1834","186","0","0","0","73"
40941,10,28,2811,2800,2829,"20.5575388954959",53,1,0,4,3,8,1,0,"1","1","9","10",0,0,0,0,0,0,1,0,1,1,0,"734310","0","734310","0","0","0","0","796643","811677","821824","10147","0","811677","333301","333301","72300","-33875","-27939","-61814","10147","-51667","478294","211452","-49684","739430","0","69674","21859","0","0","0","1922","150000","5525","9034","0","0","0","21698",0,"0","453","997","245261","29236","21370","6656"
41451,9,74,7410,5374,5074,"36.1222691444672",53,1,0,4,3,7,1,0,"2","2","0.01","2.01",18,0,18,0,35,44,1,13,13,13,11,"241255","28863","2649","0","46694","0","146354","247495","279599","303344","23745","6200","285799","93375","80465","110647","64872","-6199","58673","23025","81698","264211","115588","220722","159077","3653","15552","15804","27901","1080","2927","9608","50992","2626","24051","12910","1221","0","7382",0,"854","53","741","168","14","5510","689"
41452,10,28,2811,2800,2829,"20.5575388954959",53,1,0,2,4,8,1,4,"2","9","7","9",0,0,0,0,0,0,1,0,1,1,0,"827130","0","827164","0","0","0","0","827164","871632","879224","7592","0","871632","396156","396156","272471","257739","4069","261808","7592","269400","152656","477011","390026","251821","0","42110","14896","0","0","0","526","273957","243","6643","0","146","0","8555",0,"0","984","1274","149404","10651","709","221"
41457,8,74,7420,5374,5074,"113.206655893447",53,1,0,2,2,7,1,0,"1","1","0","1",24,0,24,0,27,40,11,7,14,14,12,"115317","22309","0","688","80582","2500","0","108506","148109.28","148109.28","0","0","148109.28","13649","7802","42817.28","32238.28","-6966","25272.28","0","25272.28","404725","126743","283049","248419","0","5366","4750","952","2750","234","2725","34246","945","3591","5847","0","0","10401",0,"703","2883","702","0","0","5020","2246"
41469,8,45,4500,4500,4500,"124.122482717469",53,1,0,2,2,8,1,0,"2","2","0","2",32,0,32,0,0,32,4,12,14,14,13,"236645","8188","0","287","67456","3600","184935","260929","288662","288662","0","10686","299348","56766","53222","76801","36886","895","37781","0","37781","281020","199177","442950","37247","2695","8569","2402","65716","0","12375","12993","37222","661","9447","3544","2083","0","5361",0,"1225","508","964","0","0","553","9"
41476,9,50,5220,5200,5074,"35.2733463935869",53,1,0,2,2,8,1,0,"1","1","0","1",2,0,2,0,0,41,1,9,10,10,1,"149268","51414","11621","476","82569","0","0","146080","157668","162683","5015","0","157668","56198","48971","58427","50019","-120","49899","-8685","41214","41906","20550","40728","21728","1880","6380","7408","55","0","5415","2953","39940","15","7569","7227","232","0","5319",0,"870","711","440","0","0","206","4"
41571,9,45,4500,4500,4500,"63.4415289704602",53,1,0,2,2,7,1,0,"1","1","1","2",28,0,28,0,0,28,2,13,14,15,11,"245751","39681","0","7425","19910","150","180303","247319","269887","270989","1102","0","269887","42098","35584","37176","8587","-6880","1707","1102","2811","273644","195515","127557","343702","428","11758","12580","46051","10809","7303","11306","44594","375","17102","6514","1500","0","5486",0,"211","1337","1067","15588","2468","5063","2120"
41578,9,45,4500,4500,4500,"63.4415289704602",53,1,0,2,2,9,1,0,"2","2","0","2",27,0,27,0,0,27,0,21,21,21,16,"265027","18765","0","-401","29533","0","194646","243963","298274","298274","0","6209","304483","50353","30122","82049","34429","-3963","30466","0","30466","330475","250164","446966","133889","3868","9017","5351","60748","0","2981","9579","39080","1790","16768","20231","2144","0","10146",0,"527","0","871","0","0","1291","3534"
41607,8,45,4500,4500,4500,"124.122482717469",53,1,0,2,2,8,1,0,"1","1","0.24","1.24",13,0,13,0,0,13,0,14,14,14,11,"151634","28990","0","0","15726","0","117654","162370","184142","191132","6990","6132","190274","64614","56519","71001","51125","-81","51044","6990","58034","180453","79381","182828","80829","4092","4584","6171","15519","0","2383","5032","20294","492","11100","8095","1015","0","4905",0,"215","0","469","4463","1764","455","5"
41679,8,45,4500,4500,4500,"124.122482717469",53,1,0,2,2,6,1,0,"1","1","0","1",20,0,20,0,0,20,0,14,14,15,11,"264475","3530","23328","113","28212","0","188867","244050","263570","271107","7537","3000","266570","119879","105897","123354","90588","-410","90178","7537","97715","195775","123566","163173","159502","4179","10959","7313","26203","0","4006","4862","21485","1393","4754","13982","1132","0","3112",0,"1311","0","606","0","0","555","0"
41683,10,73,7310,6184,6184,"24.1595371706295",53,1,0,3,3,6,1,0,"4","4","0","4",40,0,40,0,46,50,1,23,23,23,15,"676486","104866","0","-550","98131","1530","478766","681213","741309.57","764109.57","22800","0","741309.57","278541","242027","295929.57","189122.57","-24828","164294.57","-130","164164.57","918846","282878","242723","987022","5812","24205","15072","137906","4003","23763","15255","147442","2910","44365","36514","4305","0","16157",0,"1626","32","1899","0","0","21030","3884"
41685,8,46,4600,4600,4600,"47.6568254537456",53,1,0,2,2,9,1,0,"3","3","0","3",28,0,28,0,0,28,1,7,21,21,20,"103339","-2279","0","0","84793","0","27788","110409","189438","189438","0","0","189438","34292","31783","108570","97653","-1111","96542","0","96538","172272","207405","292530","87234","8","953","0","4362","0","3590","3098","2133","1440","7012","2509","0","0","8919",0,"511","73","1516","0","0","1148","4"
41687,9,45,4500,4500,4500,"63.4415289704602",53,1,0,2,2,8,1,0,"2","2","1.2","3.2",33,0,33,0,0,33,1,20,20,20,15,"357026","52539","0","0","83808","0","233364","370464","406201","407601","1400","3363","409564","126001","111653","121643","86077","-6224","79853","1400","81258","450118","216197","439831","237217","3736","11377","13367","44967","580","15765","16224","25673","2598","22622","14348","1887","0","9357",0,"1193","225","1826","20881","1394","6183","184"
41688,10,45,4500,4500,4500,"25.3539803297018",53,1,0,4,3,6,1,1,"3","3.35","0.85","3.85",40,0,40,0,0,40,4,26,26,26,23,"594401","66925","0","3492","20978","0","479547","570942","639789","666024","26235","2025","641814","215938","194634","237362","65964","-25566","40398","24606","65006","1023689","385973","439508","971945","4408","13402","11936","65393","3077","7626","23904","88283","535","18290","21304","2615","0","12756",0,"411","1503","2171","16922","4013","26511","109"
41689,9,45,4500,4500,4500,"63.4415289704602",53,1,0,3,3,6,1,0,"2.03","2","0","2.03",25,0,25,0,0,25,1,17,17,18,14,"308044","22883","0","3507","43422","0","265028","335840","369254","377198","7944","6176","375430","153136","136698","168103","116042","-3833","112209","7944","120153","412247","225930","448360","189817","3458","9410","9660","66056","0","12449","6721","42450","1011","4856","16438","0","0","5301",0,"28","32","1236","0","0","4537","6"
41726,10,50,5120,5100,5074,"23.8378357131179",53,1,0,3,3,10,2,5,"1","11","10","11",0,0,0,0,50,50,4,9,11,11,9,"2609219","1101","0","1327","2473464","398575","0","2506149","2545125","2553641","8516","15982","2561107","624569","613409","320344","187090","-754","186336","-1","186335","1651954","1141146","1153829","1639271","0","4115","4318","1194585","0","255642","2839","642034","2306","51575","11160","1669","0","49492",0,"14938","1701","2965","225992","61456","17032","7338"
41731,7,45,4500,4500,4500,"157.626091807196",53,1,0,2,2,7,1,0,"1","1","0","1",12,0,12,0,0,12,2,0,8,8,7,"65393","4355","0","594","2037","0","59293","66279","76771.2","77196.2","425","1976","78747.2","19722","18853","28416.2","21136.2","-1229","19907.2","425","20332.2","96057","55272","101155","50707","889","2038","954","9995","932","1162","3434","8234","288","1611","869","532","0","2499",0,"88","204","236","0","0","725","508"
41734,9,50,5230,5200,5074,"35.2733463935869",53,1,0,2,2,9,1,0,"1","1","0","1",0,0,0,0,0,47,6,5,10,11,1,"295183","56991","0","2035","188689","25662","0","271561","282954","282954","0","0","282954","76723","74615","83057","70418","-6831","63587","0","63587","193004","120534","195617","145730","0","3392","7276","107813","0","4591","3351","54224","2103","3857","2108","821","0","11287",0,"1232","957","720","0","0","3813","3060"
41736,9,29,2912,2900,2829,"19.0226803273914",53,1,1,3,3,9,1,3,"2","7.15","5.82","7.83",0,0,0,0,0,0,0,1,1,1,0,"622177","0","622325","0","0","0","0","630175","630460","645827","15367","0","630460","276576","275976","139905","52397","-2845","49552","15367","64919","220156","327541","367328","199425","0","107906","1832","0","0","0","7292","70791","4442","11314","600","1977","0","17935",0,"0","0","1201","112246","22624","3096","32"
41741,9,74,7410,5374,5074,"36.1222691444672",53,1,0,2,3,9,1,0,"2","2","0","2",17,0,17,0,0,42,1,9,9,9,6,"300730","23486","0","2304","134921","11881","136917","298235","313884.36","315403.36","1519","1830","315714.36","69544","59601","72169.36","60945.36","-2132","58813.36","1519","60332.36","148267","154368","194181","108569","0","5909","6300","109164","1634","8692","4798","49871","53","14625","9943","2678","0","4826",0,"316","20","676","0","0","1602","825"
